,TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemIncomeGroup,DemMedHomeValue,DemPctVeterans
4820,0,00098443,,2,18,1,12,14.0,14.0,9.0,14.0,24,123,10,27,76,5,13,31,A,1,39,46.0,M,H,6.0,60400,30
4821,0,00098447,,3,7,2,4,31.0,18.33,12.57,12.0,16,88,12,30,48,5,13,19,A,0,35,72.0,F,U,,83900,33
4822,1,00098470,14.0,3,16,3,14,14.0,12.67,8.75,12.67,17,105,8,18,42,4,11,21,A,1,37,86.0,F,H,6.0,49200,32
4823,1,00098536,15.0,3,10,2,7,15.0,13.33,11.5,12.5,21,126,12,34,67,6,17,31,A,1,49,,M,U,1.0,41400,31
4824,1,00098672,5.0,5,20,3,10,5.0,4.6,4.2,4.33,17,86,12,33,66,5,15,24,S,1,30,32.0,M,H,4.0,47000,37
4825,1,00098731,15.0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,15,13,3,6,5,F,0,24,39.0,F,H,5.0,146200,31
4826,1,00098793,10.0,5,7,3,5,10.0,8.4,8.14,8.33,19,49,12,32,41,6,15,16,A,1,49,69.0,M,H,4.0,33200,28
4827,0,00098796,,5,13,2,7,10.0,9.2,6.69,10.0,15,81,15,35,60,6,15,21,S,1,36,,F,H,5.0,183500,26
4828,1,00098821,10.0,4,9,2,3,10.0,9.25,9.0,9.5,18,44,12,34,38,6,17,17,A,0,36,71.0,F,U,2.0,34000,34
4829,0,00098873,,1,10,0,6,25.0,75.0,48.0,,18,93,13,35,66,6,6,27,A,1,48,56.0,M,U,3.0,36100,33
4830,0,00098876,,2,14,0,7,10.0,9.0,5.86,,16,126,11,29,64,4,4,26,A,1,53,82.0,F,U,2.0,30100,28
4831,1,00098901,25.0,2,2,0,0,15.0,12.5,12.5,,19,27,11,25,21,5,5,10,A,0,53,71.0,F,H,1.0,29100,32
4832,0,00098921,,1,4,0,3,20.0,20.0,13.0,,18,52,12,31,43,6,6,19,A,1,36,67.0,M,H,2.0,37300,32
4833,1,00098941,9.0,6,6,3,3,10.0,8.17,8.17,6.67,18,35,13,31,30,6,15,13,A,0,36,50.0,F,U,1.0,42300,31
4834,1,00098962,25.0,2,3,0,1,20.0,15.0,11.67,,19,54,14,27,34,6,6,12,A,0,49,74.0,F,U,3.0,38000,28
4835,0,00098964,,2,15,0,9,10.0,10.0,7.17,,18,127,11,30,68,4,4,28,A,1,43,27.0,F,U,,38000,28
4836,0,00098991,,4,12,3,8,12.0,12.5,8.25,12.67,17,105,9,24,53,4,11,21,S,1,43,83.0,F,U,1.0,39100,32
4837,0,00099003,,1,2,0,1,50.0,50.0,50.0,,18,45,13,32,37,6,6,15,A,0,43,57.0,M,U,1.0,34900,33
4838,0,00099044,,4,17,3,12,25.0,23.75,12.82,23.33,15,126,13,33,77,6,16,32,A,1,35,86.0,M,U,5.0,66500,22
4839,0,00099051,,3,3,0,0,20.0,14.0,14.0,,19,32,12,26,26,6,6,10,A,0,36,35.0,F,U,,39400,34
4840,0,00099063,,2,11,0,8,20.0,18.5,8.82,,18,125,14,34,65,6,6,27,A,1,53,68.0,F,H,3.0,31800,33
4841,1,00099066,5.0,8,23,5,11,5.0,5.5,4.43,5.4,15,88,11,27,57,5,14,24,S,1,50,67.0,M,H,3.0,20600,29
4842,0,00099076,,9,12,5,6,9.0,10.11,9.75,10.0,15,41,14,33,38,6,15,14,A,1,36,28.0,M,H,4.0,40200,27
4843,1,00099136,12.0,3,5,0,1,10.0,12.33,11.4,,17,40,13,33,35,6,6,14,A,0,36,80.0,M,H,1.0,32600,44
4844,0,00099139,,2,9,1,5,20.0,20.0,13.89,20.0,23,77,12,32,59,6,16,24,A,0,49,37.0,M,U,1.0,44100,31
4845,0,00099141,,12,21,6,11,5.0,3.33,3.38,3.67,17,78,13,34,58,6,16,24,S,1,36,69.0,F,U,1.0,38000,35
4846,1,00099209,3.0,2,19,1,12,3.0,4.0,2.58,5.0,19,128,9,23,59,4,9,24,S,1,28,27.0,F,H,2.0,51700,43
4847,0,00099219,,2,22,1,11,15.0,17.5,9.0,20.0,16,130,10,29,71,4,13,28,S,1,43,,U,U,1.0,41800,31
4848,1,00099246,20.0,3,15,1,8,20.0,15.0,10.27,20.0,21,112,12,33,75,6,17,34,A,1,50,75.0,F,U,1.0,18200,30
4849,0,00099255,,3,12,3,9,4.0,10.0,8.0,10.0,18,74,13,32,58,6,16,22,S,1,53,40.0,M,H,5.0,27800,33
4850,1,00099268,15.0,1,10,1,6,15.0,15.0,9.8,15.0,16,113,15,34,68,6,15,27,A,1,53,58.0,M,H,6.0,37700,33
4851,0,00099273,,3,5,1,1,20.0,13.33,13.0,20.0,17,40,8,30,33,4,15,14,A,0,11,46.0,M,H,7.0,294100,30
4852,1,00099276,15.0,2,9,2,5,21.0,19.5,13.56,19.5,19,64,13,34,56,6,17,22,A,1,11,39.0,F,H,7.0,294100,27
4853,1,00099298,32.0,3,8,2,5,25.0,23.33,16.5,25.0,24,53,12,32,44,6,17,19,S,1,16,57.0,M,H,5.0,70300,34
4854,0,00099304,,2,4,0,1,50.0,41.0,34.25,,15,77,13,27,36,6,6,15,A,0,18,53.0,M,H,5.0,66900,28
4855,0,00099322,,3,3,1,1,20.0,23.33,23.33,20.0,18,24,14,25,24,6,11,9,N,0,35,17.0,F,H,6.0,184400,28
4856,1,00099325,10.0,3,3,1,1,13.0,10.0,10.0,5.0,18,26,12,25,22,6,12,10,N,0,24,80.0,M,H,4.0,119100,31
4857,0,00099333,,2,3,2,3,15.0,11.0,9.0,11.0,23,40,10,28,30,4,11,11,A,0,24,71.0,M,H,6.0,125600,38
4858,1,00099338,10.0,3,12,1,6,10.0,10.0,7.75,10.0,16,56,14,34,51,6,15,20,S,1,35,50.0,F,H,7.0,184400,28
4859,0,00099382,,2,10,1,6,25.0,21.0,11.9,17.0,18,112,13,34,66,6,16,28,A,1,00,,F,H,6.0,70900,0
4860,1,00099410,17.0,3,6,1,3,9.0,13.67,9.83,9.0,21,53,10,30,39,5,15,16,A,0,24,77.0,F,H,7.0,204100,33
4861,0,00099430,,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,36,72.0,M,H,6.0,43000,47
4862,1,00099497,5.0,2,14,0,9,5.0,7.5,8.21,,15,105,10,27,64,4,4,23,A,1,40,35.0,M,H,5.0,83400,26
4863,1,00099501,10.0,2,2,1,1,15.0,10.0,10.0,5.0,19,24,12,23,21,6,11,9,N,0,12,40.0,F,H,5.0,98800,31
4864,1,00099543,15.0,6,14,1,6,9.0,7.83,5.79,9.0,17,90,13,33,59,6,16,25,A,0,49,74.0,M,H,6.0,67500,29
4865,0,00099544,,3,14,1,10,11.0,11.67,6.93,11.0,15,100,13,32,65,5,13,24,S,1,36,87.0,F,H,4.0,52800,34
4866,0,00099549,,2,6,2,3,21.0,18.0,10.67,18.0,22,124,12,30,47,6,15,19,A,0,49,37.0,F,H,6.0,67500,31
4867,0,00099564,,1,1,0,0,50.0,50.0,50.0,,20,20,11,17,16,5,5,6,F,0,12,40.0,M,H,6.0,77800,31
4868,1,00099567,15.0,4,4,2,2,10.0,11.25,11.25,10.0,15,29,14,28,25,6,13,11,A,0,18,66.0,F,H,4.0,73400,38
4869,0,00099570,,2,2,0,0,20.0,12.5,12.5,,21,32,10,23,24,4,4,8,A,0,16,52.0,M,H,6.0,64700,37
4870,1,00099602,10.0,2,17,1,9,10.0,10.0,7.94,10.0,24,130,10,29,69,4,12,27,A,1,20,70.0,F,U,,64900,37
4871,0,00099612,,1,1,0,0,15.0,15.0,15.0,,16,16,12,17,14,4,4,5,F,0,18,,F,U,,39800,37
4872,0,00099647,,1,2,0,0,25.0,25.0,17.5,,18,35,13,28,25,6,6,11,A,0,12,51.0,F,H,4.0,114600,35
4873,0,00099666,,1,1,1,1,15.0,15.0,15.0,15.0,24,24,7,17,15,3,7,6,N,0,15,45.0,M,U,5.0,110500,26
4874,1,00099673,22.0,2,4,2,4,16.0,13.0,9.5,13.0,21,44,12,29,33,6,14,14,A,1,18,39.0,F,H,3.0,63800,35
4875,1,00099736,20.0,1,21,1,11,17.0,17.0,5.57,17.0,26,94,9,26,59,4,11,23,A,1,36,46.0,F,U,4.0,49600,38
4876,0,00099757,,4,18,3,11,10.0,15.0,12.56,13.33,24,104,12,33,72,5,15,28,A,1,44,55.0,F,H,6.0,61700,24
4877,1,00099761,6.0,4,5,3,3,3.0,7.5,6.6,6.0,24,29,11,27,25,5,13,11,A,0,39,29.0,M,U,2.0,63100,34
4878,0,00099803,,5,24,5,11,17.0,15.6,14.75,15.6,20,69,14,35,62,6,17,24,S,1,49,50.0,M,U,2.0,62000,32
4879,0,00099809,,4,29,3,18,30.0,30.0,16.48,30.0,15,129,13,35,86,6,17,34,S,1,49,52.0,F,H,2.0,65900,32
4880,1,00099813,20.0,4,4,0,0,17.0,11.0,11.0,,15,32,11,26,26,5,5,10,A,1,51,50.0,M,H,5.0,46000,44
4881,1,00099836,21.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,21,66.0,M,H,2.0,54800,24
4882,1,00099849,6.0,9,35,4,17,3.0,4.78,3.57,5.0,15,109,13,35,73,6,17,30,S,1,16,,M,H,5.0,56600,57
4883,0,00099851,,1,11,1,8,20.0,20.0,8.82,20.0,16,108,13,32,67,6,15,32,A,1,21,75.0,M,H,3.0,58600,36
4884,0,00099861,,9,18,5,13,5.0,5.0,5.0,5.0,16,105,8,27,61,4,13,24,S,1,43,74.0,F,H,2.0,66300,17
4885,0,00099862,,4,12,2,8,10.0,6.75,5.42,7.5,16,105,14,34,58,6,15,26,A,0,43,67.0,U,H,2.0,40800,45
4886,0,00099878,,4,6,3,4,17.0,11.5,10.0,9.67,18,41,13,31,33,6,15,14,S,1,39,65.0,F,H,5.0,59600,30
4887,1,00099890,15.0,1,8,1,7,15.0,15.0,9.63,15.0,17,125,11,29,65,4,12,29,A,0,36,69.0,F,U,1.0,57400,35
4888,1,00099898,16.0,2,16,1,10,10.0,18.0,10.13,16.0,23,127,11,32,71,5,15,32,A,1,17,60.0,M,H,6.0,67500,29
4889,0,00099989,,3,21,1,14,10.0,10.0,7.0,10.0,15,126,12,30,72,5,13,31,S,1,10,,F,U,1.0,30100,23
4890,0,00100058,,5,11,3,5,10.0,16.0,14.27,15.0,15,57,23,45,60,11,22,27,N,0,10,74.0,M,U,1.0,44200,47
4891,0,00100101,,2,21,0,13,15.0,13.5,6.14,,18,130,13,33,71,6,6,31,A,1,10,70.0,F,U,,23400,24
4892,0,00100108,,1,1,1,1,20.0,20.0,20.0,20.0,21,21,10,17,15,4,7,6,F,0,16,50.0,M,H,5.0,53900,41
4893,1,00100132,15.0,2,12,2,8,15.0,15.0,10.0,15.0,17,96,13,32,66,6,15,26,S,1,16,73.0,F,H,2.0,39300,25
4894,1,00100146,25.0,2,14,0,6,20.0,22.5,19.29,,19,119,8,24,56,4,4,20,A,1,21,74.0,M,H,2.0,46400,34
4895,0,00100163,,2,7,1,3,14.0,14.0,18.29,14.0,16,101,13,30,65,6,14,28,A,0,08,70.0,M,H,3.0,40600,51
4896,0,00100169,,4,17,2,13,12.0,10.5,9.53,10.0,9,130,22,42,85,9,18,35,F,1,28,46.0,M,H,1.0,78600,40
4897,0,00100189,,1,7,1,4,20.0,20.0,13.14,20.0,20,75,15,29,73,5,10,25,A,0,20,57.0,F,H,3.0,60000,33
4898,0,00100196,,5,11,4,7,10.0,10.0,7.73,10.0,16,76,14,34,57,6,17,22,S,1,05,35.0,F,H,4.0,52100,16
4899,1,00100218,8.0,3,15,2,11,5.0,6.33,5.47,6.0,16,126,12,25,59,5,10,26,S,1,08,80.0,F,H,1.0,66500,14
4900,0,00100237,,8,36,6,24,10.0,5.0,4.08,5.0,18,129,14,34,84,6,17,34,S,1,03,,F,U,,69500,32
4901,1,00100324,20.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,8,15,13,3,6,5,N,0,13,48.0,F,H,5.0,178300,26
4902,1,00100369,28.0,4,4,3,3,32.0,28.0,28.0,29.0,15,26,14,27,26,6,13,11,N,1,20,25.0,F,U,2.0,98700,33
4903,1,00100411,30.0,2,8,1,4,25.0,30.0,26.25,25.0,20,105,13,35,65,6,17,28,A,0,20,31.0,M,H,6.0,73300,42
4904,1,00100430,25.0,3,5,3,3,25.0,33.33,40.0,33.33,16,57,15,37,52,6,17,21,A,0,13,57.0,F,U,,208300,28
4905,1,00100447,3.0,5,10,4,7,3.0,5.2,4.0,5.75,17,56,12,30,42,6,15,18,S,1,16,43.0,F,H,3.0,80600,34
4906,0,00100483,,3,10,2,6,30.0,26.67,20.0,30.0,18,89,13,35,65,6,17,26,A,1,13,,F,U,,124400,48
4907,0,00100489,,5,33,4,20,9.0,8.6,8.76,8.25,23,127,12,33,82,5,16,32,S,1,12,66.0,M,H,3.0,76700,32
4908,0,00100501,,4,4,3,3,10.0,9.75,9.75,8.0,17,29,13,26,24,6,12,10,A,1,12,,M,H,1.0,105900,33
4909,0,00100550,,2,5,2,3,10.0,10.0,8.4,10.0,19,45,12,29,34,6,14,14,A,0,12,40.0,M,H,6.0,119000,29
4910,0,00100555,,6,13,5,11,19.0,16.5,12.62,16.8,21,63,14,32,55,6,16,21,S,1,12,17.0,M,H,7.0,119200,26
4911,1,00100569,15.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,F,0,02,47.0,M,H,6.0,224100,10
4912,0,00100581,,3,20,3,8,6.0,9.0,8.35,9.0,16,68,11,27,52,4,12,19,S,1,05,78.0,M,H,4.0,27500,21
4913,0,00100606,,1,1,0,0,20.0,20.0,20.0,,20,20,11,18,16,4,4,6,F,0,23,41.0,F,U,5.0,103800,31
4914,1,00100640,30.0,2,7,1,3,29.0,30.5,25.57,32.0,15,65,14,36,58,6,17,22,A,0,16,36.0,M,H,4.0,76400,45
4915,0,00100652,,3,16,2,10,5.0,8.33,6.56,7.5,15,126,10,29,63,4,12,27,A,1,16,44.0,M,H,6.0,96500,18
4916,0,00100673,,1,5,0,3,25.0,16.0,13.4,,17,56,13,32,44,6,6,17,S,1,09,37.0,F,U,3.0,49300,24
4917,1,00100691,5.0,7,24,4,16,5.0,4.86,4.0,4.5,17,122,13,32,70,6,17,32,S,1,31,84.0,M,H,2.0,55300,25
4918,0,00100728,,4,27,4,19,10.0,6.25,8.07,6.25,17,110,13,32,82,6,15,29,S,1,16,69.0,M,H,1.0,69100,34
4919,0,00100763,,3,3,3,3,13.0,11.67,11.67,11.67,16,23,14,25,23,6,11,9,N,1,11,77.0,M,H,7.0,193400,23
4920,0,00100799,,6,28,3,13,44.0,42.17,30.04,40.67,17,123,14,36,85,6,17,32,S,1,09,73.0,M,U,1.0,45500,34
4921,0,00100835,,6,15,2,4,20.0,13.33,10.67,15.0,15,86,15,37,66,6,17,26,A,0,13,56.0,F,H,7.0,130800,37
4922,0,00100858,,1,1,1,1,25.0,25.0,25.0,25.0,23,23,10,17,15,4,7,6,N,0,24,69.0,F,H,2.0,96100,33
4923,1,00100900,5.0,3,4,1,1,5.0,6.67,5.5,5.0,17,40,12,22,21,5,9,8,A,0,24,,F,U,,118000,31
4924,0,00100904,,4,5,1,2,15.0,15.0,14.0,10.0,15,41,10,30,32,4,14,13,A,1,26,76.0,F,H,5.0,79200,43
4925,0,00100905,,2,4,1,2,17.0,18.5,14.25,20.0,26,75,11,30,30,5,14,13,A,0,24,33.0,U,U,4.0,88700,38
4926,0,00100913,,1,6,0,1,25.0,25.0,18.33,,19,75,13,34,54,6,6,22,A,0,27,77.0,F,U,6.0,79900,25
4927,1,00100924,10.0,2,2,2,2,25.0,15.0,15.0,15.0,17,21,13,21,19,6,10,8,N,0,35,62.0,F,H,7.0,257400,22
4928,0,00101013,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,39,55.0,M,H,5.0,55500,36
4929,1,00101033,21.0,1,5,1,4,17.0,17.0,13.8,17.0,18,78,10,24,45,4,10,18,A,0,39,40.0,M,H,4.0,69600,17
4930,1,00101058,10.0,4,13,2,8,10.0,8.75,8.23,10.0,17,92,13,34,67,6,16,25,S,1,35,57.0,F,H,6.0,112300,33
4931,0,00101079,,12,16,6,8,6.0,6.67,6.38,7.0,15,44,15,36,41,6,17,17,S,1,27,,M,U,5.0,92400,25
4932,1,00101109,10.0,2,15,1,9,10.0,12.5,13.8,15.0,18,128,13,33,79,5,14,31,A,1,24,69.0,F,H,7.0,88300,38
4933,1,00101113,10.0,5,16,2,7,10.0,12.8,9.63,11.0,15,120,14,36,75,6,17,33,A,1,27,39.0,F,U,,83900,28
4934,0,00101136,,1,2,0,0,17.0,17.0,16.0,,18,43,9,24,30,3,3,11,A,0,49,,M,H,6.0,72300,34
4935,1,00101143,10.0,6,25,5,19,5.0,5.0,4.4,5.0,19,129,12,32,80,5,14,30,S,1,49,69.0,F,H,1.0,72000,38
4936,0,00101187,,13,32,8,15,6.0,7.23,5.94,6.63,17,89,13,33,61,6,17,26,S,1,45,34.0,F,U,1.0,38100,19
4937,0,00101190,,5,14,4,7,5.0,8.8,7.5,8.5,24,69,8,25,49,5,15,20,A,1,45,73.0,F,H,6.0,35400,23
4938,1,00101201,7.0,5,27,1,10,6.0,6.8,6.3,8.0,15,130,15,36,84,6,17,32,S,1,45,71.0,F,U,1.0,33600,33
4939,0,00101207,,3,10,2,7,15.0,15.0,12.6,14.0,24,67,12,33,55,6,16,21,S,1,43,77.0,F,H,3.0,38000,37
4940,1,00101263,10.0,4,6,1,3,8.0,7.5,6.33,8.0,16,57,14,29,42,6,12,15,A,0,53,81.0,F,U,1.0,15000,28
4941,1,00101264,5.0,5,17,2,8,10.0,9.6,6.83,10.0,20,110,13,35,73,6,17,31,A,1,53,54.0,M,H,4.0,15000,28
4942,1,00101290,3.0,5,12,1,2,3.0,4.0,3.25,4.0,15,81,7,21,33,4,10,9,A,0,53,83.0,M,H,3.0,15200,21
4943,0,00101302,,2,11,2,6,15.0,15.0,11.0,15.0,24,87,10,30,60,5,14,23,A,1,51,79.0,M,U,3.0,60200,38
4944,0,00101303,,4,26,2,15,15.0,12.25,8.92,13.5,17,127,14,35,82,6,17,35,A,1,51,73.0,M,U,3.0,27400,42
4945,0,00101310,,1,2,0,1,20.0,20.0,17.5,,26,38,9,26,27,4,4,11,A,0,28,69.0,F,U,3.0,70100,61
4946,0,00101385,,2,6,1,4,25.0,22.5,13.33,20.0,24,77,11,30,55,6,15,21,A,0,49,,M,H,5.0,51200,32
4947,1,00101388,10.0,8,10,6,7,8.0,6.13,5.8,6.0,21,41,12,30,34,6,16,15,S,1,43,42.0,M,H,3.0,52600,23
4948,1,00101390,2.0,6,7,3,3,5.0,2.67,2.57,3.0,17,30,13,26,24,6,12,10,A,1,27,40.0,F,H,4.0,59400,39
4949,1,00101432,8.0,10,11,6,6,9.0,8.2,7.91,7.17,18,33,14,31,30,6,15,13,S,1,51,73.0,M,U,1.0,24000,34
4950,0,00101498,,5,11,4,5,15.0,8.4,7.27,8.5,21,44,13,32,38,6,17,17,S,1,51,,F,U,,23200,30
4951,1,00101584,10.0,5,29,2,13,5.0,6.2,4.02,7.5,18,130,12,31,79,5,15,32,S,1,36,57.0,M,U,,39100,35
4952,1,00101596,16.0,4,12,2,8,10.0,18.75,17.75,17.5,16,113,14,36,74,6,17,32,S,1,53,,F,U,3.0,31300,35
4953,1,00101614,21.0,3,12,1,4,15.0,26.33,13.33,40.0,19,123,8,24,46,4,12,16,A,0,48,53.0,F,H,1.0,32000,38
4954,1,00101654,18.0,5,6,3,4,16.0,16.4,15.33,12.67,22,41,12,33,34,6,16,15,A,1,27,55.0,F,H,4.0,63400,31
4955,1,00101665,5.0,13,43,7,23,6.0,5.38,4.07,4.57,15,129,15,36,81,6,17,32,S,1,40,24.0,F,H,5.0,80300,28
4956,1,00101673,20.0,3,6,0,2,25.0,15.0,10.83,,18,45,15,36,40,6,6,16,S,1,24,40.0,F,U,,116200,30
4957,1,00101674,5.0,3,14,1,5,15.0,10.33,6.71,8.0,18,57,13,35,69,6,17,25,A,1,40,47.0,M,H,4.0,112500,32
4958,1,00101676,15.0,3,8,2,5,15.0,14.0,10.13,13.5,20,88,13,31,54,6,14,22,A,1,24,63.0,M,H,6.0,116200,35
4959,0,00101689,,0,1,0,0,15.0,0.0,15.0,,22,22,9,9,14,3,3,5,N,0,36,,F,U,3.0,57300,34
4960,0,00101699,,7,21,5,14,10.0,10.14,6.71,9.8,17,91,15,35,69,6,17,27,S,1,41,74.0,U,U,,28400,34
4961,0,00101743,,1,2,1,1,15.0,15.0,15.0,15.0,24,44,9,25,30,4,10,11,A,0,45,32.0,M,U,1.0,43300,33
4962,0,00101761,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,33,69.0,F,H,2.0,37500,33
4963,1,00101774,8.0,9,18,4,7,9.0,9.44,8.22,10.25,18,52,13,33,46,6,17,19,S,1,30,35.0,F,H,2.0,46400,24
4964,0,00101779,,4,10,3,6,7.0,6.0,5.8,6.33,16,66,11,29,48,5,12,18,S,1,30,49.0,M,H,1.0,46400,24
4965,1,00101803,25.0,2,3,2,2,10.0,6.5,11.0,6.5,21,28,12,25,23,6,12,10,A,0,30,50.0,F,H,4.0,54400,56
4966,0,00101823,,1,15,1,11,20.0,20.0,10.0,20.0,17,125,13,32,75,6,15,29,A,1,28,60.0,F,H,5.0,68800,42
4967,0,00101842,,3,6,2,3,13.0,11.67,7.67,12.0,16,93,10,22,33,5,10,12,A,0,16,86.0,F,H,4.0,38500,36
4968,1,00101855,10.0,6,7,5,5,10.0,8.17,7.86,7.8,17,33,14,31,32,6,15,13,S,1,27,73.0,M,H,5.0,87100,33
4969,0,00101856,,4,5,3,3,11.0,6.5,6.2,7.0,24,39,11,31,32,6,15,14,A,1,28,48.0,M,H,2.0,58400,55
4970,1,00101889,16.0,3,8,2,6,16.0,17.0,13.5,15.5,24,122,12,31,63,6,16,29,A,0,18,46.0,F,H,4.0,66200,30
4971,0,00101919,,1,2,1,1,15.0,10.0,12.5,10.0,26,29,11,24,23,4,10,9,A,0,35,36.0,F,U,5.0,87000,30
4972,0,00101928,,6,13,4,7,10.0,6.5,5.54,6.75,18,89,12,33,52,6,17,23,A,1,16,28.0,F,U,,111200,25
4973,0,00101938,,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,53,67.0,M,H,5.0,36400,31
4974,0,00101945,,4,5,3,3,5.0,6.25,6.0,6.67,15,29,15,28,25,6,12,10,A,1,40,33.0,M,H,5.0,70300,31
4975,1,00101972,25.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,39,,F,U,,84400,35
4976,1,00101989,5.0,5,32,1,15,5.0,5.4,3.06,5.0,15,114,11,31,78,5,14,32,S,1,49,74.0,F,U,2.0,52300,32
4977,1,00102011,30.0,3,13,1,6,28.0,27.0,19.92,25.0,15,93,13,34,69,5,15,26,L,1,43,43.0,F,U,4.0,57600,35
4978,1,00102030,25.0,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,15,13,5,7,6,F,0,35,68.0,F,H,5.0,90000,29
4979,0,00102037,,2,7,0,3,25.0,22.5,15.0,,26,74,11,31,55,5,5,19,A,1,49,32.0,F,H,4.0,48500,36
4980,0,00102093,,2,2,2,2,15.0,12.5,12.5,12.5,21,32,10,25,25,4,11,10,A,0,10,,M,U,,0,0
4981,0,00102099,,2,5,1,2,15.0,13.5,11.6,15.0,24,44,12,34,38,6,17,17,A,0,31,73.0,M,U,1.0,32500,0
4982,0,00102101,,2,3,1,1,12.0,11.0,9.0,12.0,16,20,14,22,19,6,10,8,N,0,10,61.0,M,H,2.0,30000,22
4983,1,00102163,30.0,1,1,1,1,25.0,25.0,25.0,25.0,15,15,11,15,13,5,7,6,F,0,23,54.0,F,H,6.0,82500,41
4984,0,00102169,,1,1,1,1,15.0,15.0,15.0,15.0,24,24,7,17,15,3,7,6,N,0,23,77.0,M,H,7.0,71000,36
4985,0,00102180,,5,9,0,3,15.0,10.8,8.33,,18,75,13,33,52,6,6,20,S,1,16,,U,U,,52100,35
4986,1,00102181,15.0,4,10,2,6,14.0,14.0,13.3,14.0,18,76,8,28,51,4,14,21,A,0,11,63.0,F,H,6.0,91500,43
4987,1,00102186,15.0,2,10,2,4,20.0,19.0,14.7,19.0,16,88,8,20,46,4,12,19,A,0,16,81.0,F,H,5.0,43600,33
4988,1,00102222,10.0,2,21,2,11,10.0,10.0,8.62,10.0,24,120,12,32,78,5,15,31,A,1,16,64.0,F,H,4.0,54500,33
4989,1,00102224,6.0,3,16,2,13,6.0,6.33,6.13,6.0,17,107,12,23,40,6,12,21,S,1,15,,U,U,,143900,30
4990,1,00102260,25.0,1,1,1,1,25.0,25.0,25.0,25.0,23,23,10,21,19,4,9,8,N,0,17,71.0,F,H,6.0,63200,46
4991,0,00102292,,7,14,3,7,15.0,11.86,8.64,11.0,15,64,14,33,52,6,15,21,A,1,30,84.0,F,H,2.0,27400,22
4992,1,00102317,17.0,8,20,5,10,5.0,11.13,8.1,12.4,15,86,14,33,59,6,16,23,S,1,09,54.0,M,U,,18400,16
4993,0,00102328,,3,3,2,2,20.0,20.0,20.0,20.0,19,33,13,31,28,6,14,12,A,0,32,49.0,M,H,2.0,20200,47
4994,1,00102351,23.0,3,3,2,2,15.0,13.33,13.33,17.5,16,32,13,26,25,6,11,9,A,0,09,64.0,F,H,5.0,78700,31
4995,1,00102372,23.0,3,3,2,2,17.0,13.0,13.0,11.0,18,33,11,29,28,5,13,12,A,0,16,,M,U,,55700,33
4996,1,00102398,12.0,5,24,3,8,13.0,11.8,5.17,13.67,18,128,7,22,58,4,14,27,S,1,25,69.0,F,H,3.0,44200,14
4997,1,00102434,10.0,2,17,0,7,5.0,7.5,4.0,,15,129,12,30,63,5,5,25,A,1,28,86.0,F,H,4.0,68300,52
4998,1,00102510,25.0,4,4,3,3,15.0,15.0,15.0,15.0,22,32,13,32,30,6,15,13,A,0,15,,F,U,2.0,60300,30
4999,0,00102511,,4,6,2,3,10.0,9.25,8.17,9.5,16,53,13,33,41,6,15,16,A,0,18,,U,U,,66400,32
5000,1,00102521,5.0,2,2,1,1,20.0,12.5,12.5,5.0,18,23,13,25,22,6,12,10,N,0,44,53.0,M,H,5.0,69500,35
5001,0,00102526,,6,12,3,5,6.0,6.0,6.0,5.33,23,45,11,32,40,5,15,16,S,1,34,45.0,F,U,2.0,0,37
5002,1,00102534,10.0,2,9,0,5,21.0,18.0,12.56,,18,126,14,35,67,6,6,30,A,0,35,75.0,M,U,,139000,79
5003,1,00102579,5.0,7,13,2,7,3.0,3.86,5.0,4.5,6,87,15,35,57,7,16,23,A,1,45,,U,U,5.0,30000,33
5004,1,00102589,100.0,4,15,2,9,10.0,10.0,7.73,10.0,21,90,13,29,61,6,13,24,S,1,43,71.0,M,U,5.0,46500,33
5005,0,00102594,,2,5,1,2,25.0,25.0,15.0,25.0,24,92,12,33,60,6,16,23,A,0,49,,F,U,,58400,31
5006,1,00102630,5.0,8,19,6,9,3.0,4.38,3.58,4.67,18,74,13,30,50,6,16,21,S,1,45,,M,U,2.0,65100,35
5007,1,00102665,20.0,4,4,3,3,10.0,8.75,8.75,8.33,16,28,14,28,25,6,13,11,A,1,30,57.0,M,H,4.0,42400,47
